timestamp,STILL,TILTING,ON_FOOT,WALKING,UNDEFINED,IN_VEHICLE,ON_BICYCLE,RUNNING
1681789143504,1.0,,,,1.0,96.0,,
1681789160443,1.0,,,,2.0,96.0,,
1681789177394,2.0,,,,1.0,96.0,,
1681789194341,,,,,1.0,97.0,,
1681789211298,2.0,,,,1.0,92.0,,
1681789228362,5.0,,1.0,1.0,2.0,84.0,,
1681789245381,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681789262342,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681789280727,4.0,,,,1.0,92.0,,
1681789297732,6.0,,,,1.0,92.0,,
1681789314730,9.0,,1.0,1.0,1.0,87.0,,
1681789331720,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681789348690,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681789365652,,100.0,,,,,,
1681789365669,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681789370775,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681789375928,48.0,,13.0,13.0,3.0,22.0,8.0,
1681789381024,63.0,,5.0,5.0,1.0,16.0,1.0,
1681789386114,53.0,,11.0,11.0,1.0,22.0,2.0,
1681789391181,76.0,,6.0,6.0,2.0,12.0,1.0,
1681789396303,96.0,,1.0,1.0,,2.0,,
1681789401451,66.0,,7.0,7.0,1.0,22.0,1.0,
1681789406618,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681789411808,35.0,,11.0,11.0,1.0,27.0,4.0,
1681789428287,,100.0,,,,,,
1681789428411,34.0,,14.0,14.0,2.0,24.0,4.0,
1681789433529,44.0,,16.0,16.0,2.0,16.0,9.0,
1681789438673,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681789463664,1.0,,92.0,92.0,2.0,,2.0,3.0
1681789480672,,100.0,,,,,,
1681789480696,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681789497704,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681789514728,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681789531706,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681789548686,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681789565668,57.0,,13.0,13.0,2.0,11.0,6.0,
1681789582648,84.0,,4.0,4.0,2.0,8.0,,
1681789599611,74.0,,4.0,4.0,1.0,12.0,,
1681789616578,77.0,,5.0,5.0,2.0,11.0,1.0,
1681789633536,52.0,,10.0,10.0,1.0,31.0,1.0,
1681789646540,67.0,,10.0,10.0,1.0,15.0,1.0,
1681789663523,72.0,,9.0,9.0,3.0,11.0,1.0,
1681789680492,92.0,,3.0,3.0,1.0,4.0,,
1681789697524,92.0,,3.0,3.0,2.0,2.0,,
1681789706234,60.0,,18.0,18.0,1.0,11.0,4.0,
1681789711232,85.0,,7.0,7.0,2.0,3.0,1.0,
1681789716259,66.0,,10.0,10.0,2.0,12.0,4.0,
1681789721234,63.0,,15.0,15.0,3.0,9.0,4.0,
1681789726235,97.0,,,,1.0,1.0,,
1681789731283,45.0,,31.0,31.0,2.0,8.0,5.0,1.0
1681789736278,99.0,,,,1.0,,,
1681789741297,98.0,,,,2.0,,,
1681789758291,,100.0,,,,,,
1681789758315,82.0,,8.0,8.0,1.0,6.0,1.0,
1681789775329,99.0,,,,1.0,,,
1681789793134,99.0,,,,1.0,,,
1681789810161,99.0,,,,1.0,,,
1681789828124,99.0,,,,1.0,,,
1681789846103,99.0,,,,1.0,,,
1681789864121,99.0,,,,1.0,,,
1681789882131,99.0,,,,1.0,,,
1681789900112,99.0,,,,1.0,,,
1681789918125,99.0,,,,1.0,,,
1681789936163,99.0,,,,1.0,,,
1681789954112,99.0,,,,1.0,,,
1681789972127,99.0,,,,1.0,,,
1681789990119,99.0,,,,1.0,,,
1681790008111,99.0,,,,1.0,,,
1681790025156,99.0,,,,1.0,,,
1681790042166,99.0,,,,1.0,,,
1681790059204,99.0,,,,1.0,,,
1681790076274,99.0,,,,1.0,,,
1681792393550,,100.0,,,,,,
1681792393571,8.0,,87.0,87.0,2.0,1.0,1.0,1.0
1681792422411,,100.0,,,,,,
1681792422438,99.0,,,,1.0,,,
1681792439399,,100.0,,,,,,
1681792439417,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792456377,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792473355,4.0,,3.0,3.0,1.0,88.0,2.0,
1681792490315,4.0,,,,1.0,91.0,,
1681792507302,3.0,,,,,95.0,,
1681792532022,3.0,,2.0,2.0,1.0,89.0,,
1681792548963,,,,,2.0,97.0,,
1681792571175,,100.0,,,,,,
1681792571201,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792588180,,100.0,,,,,,
1681792588202,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792605617,,100.0,,,,,,
1681792605629,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792623079,68.0,,16.0,16.0,2.0,6.0,3.0,
1681792640091,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792658128,,,,,1.0,82.0,,
1681792676089,1.0,,,,1.0,87.0,,
1681792693073,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792711089,71.0,,3.0,3.0,1.0,20.0,1.0,
1681792729085,68.0,,,,1.0,23.0,,
1681792750086,96.0,,,,2.0,2.0,,
1681792762199,,100.0,,,,,,
1681792762323,63.0,,4.0,4.0,1.0,24.0,1.0,
1681792767443,51.0,,6.0,6.0,2.0,36.0,1.0,
1681792772581,57.0,,11.0,11.0,1.0,25.0,2.0,
1681792778091,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792784107,1.0,,2.0,2.0,2.0,86.0,,
1681792802069,1.0,,1.0,1.0,2.0,96.0,,
1681792819119,1.0,,1.0,1.0,1.0,96.0,,
1681792837109,1.0,,2.0,2.0,1.0,96.0,,
1681792838824,,100.0,,,,,,
1681792860488,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792866103,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792884094,9.0,,2.0,2.0,2.0,87.0,,
1681792901089,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792919090,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792932970,,100.0,,,,,,
1681792932996,91.0,,2.0,2.0,1.0,4.0,,
1681792938089,69.0,,4.0,4.0,2.0,17.0,2.0,
1681792943258,48.0,,19.0,19.0,3.0,14.0,4.0,
1681792950087,52.0,,16.0,16.0,2.0,20.0,2.0,
1681792956073,,100.0,,,,,,
1681792956097,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792961168,,100.0,,,,,,
1681792961183,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792966258,,100.0,,,,,,
1681792966284,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681792984761,,100.0,,,,,,
1681792984784,5.0,,85.0,85.0,3.0,,3.0,4.0
1681793001784,2.0,,92.0,92.0,2.0,1.0,1.0,2.0
1681793018793,2.0,,89.0,89.0,2.0,1.0,1.0,4.0
1681793035857,1.0,,91.0,91.0,3.0,,2.0,3.0
1681793054107,,,96.0,96.0,3.0,,1.0,
1681793072097,,,95.0,95.0,1.0,1.0,1.0,1.0
1681793090097,,,96.0,96.0,3.0,,1.0,
1681793107102,3.0,,86.0,86.0,2.0,1.0,3.0,4.0
1681793125092,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793142106,3.0,,82.0,82.0,2.0,4.0,3.0,2.0
1681793159652,4.0,,85.0,85.0,3.0,1.0,2.0,5.0
1681793176709,1.0,,90.0,90.0,2.0,1.0,5.0,1.0
1681793193783,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793210787,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793227799,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793244862,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793261865,1.0,,93.0,93.0,2.0,,2.0,2.0
1681793280078,1.0,,93.0,93.0,2.0,,,4.0
1681793297091,,,95.0,95.0,2.0,,,3.0
1681793314077,,100.0,,,,,,
1681793314104,,,93.0,93.0,2.0,,1.0,4.0
1681793331140,,,92.0,92.0,1.0,1.0,4.0,2.0
1681793342538,1.0,,91.0,91.0,2.0,3.0,2.0,
1681793361121,1.0,,95.0,95.0,1.0,,1.0,2.0
1681793378165,1.0,,92.0,92.0,2.0,,1.0,4.0
1681793395155,,100.0,,,,,,
1681793395184,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793412216,44.0,,39.0,39.0,2.0,9.0,3.0,
1681793429218,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793446204,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793464135,35.0,,23.0,23.0,3.0,22.0,7.0,
1681793481166,44.0,,36.0,36.0,2.0,8.0,4.0,
1681793499083,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793517105,,100.0,,,,,,
1681793517134,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793538694,,100.0,,,,,,
1681793538707,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793555690,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793572700,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793590469,,100.0,,,,,,
1681793590488,74.0,,12.0,12.0,2.0,6.0,3.0,
1681793607494,,100.0,,,,,,
1681793607518,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793624505,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793641486,,100.0,,,,,,
1681793641504,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793658540,,100.0,,,,,,
1681793658562,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793675560,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793692597,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793709585,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793726585,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793743613,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793760668,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793777653,,100.0,,,,,,
1681793777669,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793794659,,100.0,,,,,,
1681793794677,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793819322,,100.0,,,,,,
1681793819350,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793836363,,100.0,,,,,,
1681793836379,5.0,,84.0,84.0,2.0,2.0,5.0,1.0
1681793854081,,100.0,,,,,,
1681793854098,60.0,,18.0,18.0,1.0,6.0,10.0,
1681793872089,99.0,,,,1.0,,,
1681793889033,,100.0,,,,,,
1681793889054,36.0,,10.0,10.0,2.0,27.0,1.0,
1681793906734,,100.0,,,,,,
1681793906753,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793923728,,100.0,,,,,,
1681793923754,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681793940735,,100.0,,,,,,
1681793940764,29.0,,19.0,19.0,1.0,20.0,13.0,1.0
1681793957778,36.0,,5.0,5.0,1.0,30.0,2.0,
1681793974743,98.0,,,,2.0,,,
1681793994207,48.0,,23.0,23.0,2.0,15.0,3.0,
1681794011215,62.0,,21.0,21.0,1.0,8.0,3.0,
1681794031197,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794048231,,100.0,,,,,,
1681794048265,54.0,,23.0,23.0,1.0,10.0,9.0,
1681794065253,36.0,,15.0,15.0,2.0,26.0,3.0,
1681794082244,31.0,,28.0,28.0,2.0,17.0,12.0,1.0
1681794099248,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794116227,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794133204,52.0,,9.0,9.0,3.0,27.0,2.0,
1681794150196,51.0,,15.0,15.0,2.0,21.0,6.0,
1681794167183,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794184176,5.0,,1.0,1.0,2.0,88.0,,
1681794206142,96.0,,1.0,1.0,1.0,2.0,,
1681794223186,55.0,,5.0,5.0,3.0,30.0,,
1681794240183,4.0,,1.0,1.0,2.0,91.0,,
1681794257168,7.0,,,,1.0,91.0,,
1681794274155,3.0,,,,3.0,89.0,,
1681794291207,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794308198,,100.0,,,,,,
1681794308222,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794325274,,,95.0,95.0,2.0,,,3.0
1681794342273,,,97.0,97.0,1.0,,1.0,1.0
1681794359313,,,96.0,96.0,2.0,,,2.0
1681794376307,,100.0,,,,,,
1681794376324,5.0,,88.0,88.0,2.0,1.0,1.0,2.0
1681794389054,,100.0,,,,,,
1681794389073,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794406100,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794423073,2.0,,94.0,94.0,1.0,,2.0,1.0
1681794440060,,,96.0,96.0,1.0,,1.0,2.0
1681794457022,1.0,,96.0,96.0,1.0,,1.0,1.0
1681794474040,1.0,,97.0,97.0,1.0,,,1.0
1681794492102,3.0,,93.0,93.0,2.0,,1.0,1.0
1681794510078,45.0,,34.0,34.0,2.0,9.0,7.0,
1681794527071,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794545066,,,96.0,96.0,2.0,,1.0,1.0
1681794563078,1.0,,93.0,93.0,2.0,1.0,2.0,1.0
1681794581071,,100.0,,,,,,
1681794581089,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794598068,41.0,,39.0,39.0,2.0,7.0,7.0,1.0
1681794615072,97.0,,1.0,1.0,2.0,,,
1681794633085,99.0,,,,1.0,,,
1681794650139,97.0,,1.0,1.0,1.0,1.0,,
1681794667149,96.0,,1.0,1.0,1.0,1.0,,
1681794684182,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794701172,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794718162,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794735151,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794752182,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794776773,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794793815,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794810861,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794827848,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794844848,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794861835,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794878822,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794895816,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794912863,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794929893,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794946899,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794967334,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681794984360,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795001356,,100.0,,,,,,
1681795001375,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795018388,,100.0,,,,,,
1681795018440,50.0,,28.0,28.0,4.0,5.0,10.0,
1681795035419,31.0,,27.0,27.0,3.0,22.0,6.0,
1681795052403,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795069460,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795095092,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795112087,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795130079,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795147076,1.0,,91.0,91.0,2.0,3.0,2.0,
1681795165207,1.0,,94.0,94.0,,2.0,2.0,
1681795184109,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795202067,87.0,,6.0,6.0,2.0,1.0,4.0,
1681795219052,91.0,,5.0,5.0,2.0,,2.0,
1681795237060,78.0,,13.0,13.0,3.0,1.0,5.0,
1681795254064,83.0,,10.0,10.0,1.0,2.0,4.0,
1681795270067,94.0,,3.0,3.0,2.0,,1.0,
1681795287101,70.0,,20.0,20.0,2.0,1.0,7.0,
1681795304146,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795321136,3.0,,88.0,88.0,2.0,2.0,4.0,
1681795339068,,,96.0,96.0,2.0,1.0,1.0,
1681795356048,1.0,,89.0,89.0,1.0,2.0,5.0,1.0
1681795374074,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795392061,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795410085,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795429075,2.0,,81.0,81.0,3.0,4.0,8.0,1.0
1681795447089,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795465062,48.0,,21.0,21.0,3.0,15.0,7.0,1.0
1681795482076,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795499071,32.0,,30.0,30.0,2.0,22.0,8.0,1.0
1681795512767,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795529803,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795546896,,,88.0,88.0,2.0,5.0,3.0,
1681795563980,,,89.0,89.0,3.0,8.0,,
1681795580953,,,96.0,96.0,2.0,2.0,,
1681795599094,,100.0,,,,,,
1681795599113,,,95.0,95.0,2.0,3.0,,
1681795616081,,,97.0,97.0,2.0,,,1.0
1681795633117,,100.0,,,,,,
1681795633135,2.0,,89.0,89.0,2.0,1.0,3.0,3.0
1681795655750,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795672752,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795689837,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795706822,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795723808,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795740794,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795757838,62.0,,11.0,11.0,2.0,16.0,3.0,
1681795774855,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795791854,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795808862,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795830601,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795847649,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795864635,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795881624,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795898620,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795915646,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795932639,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795949596,,100.0,,,,,,
1681795949606,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795966575,,100.0,,,,,,
1681795966597,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681795983579,,,85.0,85.0,2.0,2.0,9.0,2.0
1681796000562,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796013516,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796031067,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796049063,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796067073,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796084066,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796101675,2.0,,82.0,82.0,3.0,4.0,5.0,2.0
1681796119381,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796136374,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796153371,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796170404,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796187308,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796204301,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796223092,,100.0,,,,,,
1681796223115,6.0,,85.0,85.0,2.0,1.0,4.0,1.0
1681796240078,,100.0,,,,,,
1681796240111,1.0,,84.0,84.0,3.0,2.0,3.0,6.0
1681796258433,,100.0,,,,,,
1681796258457,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796275462,,100.0,,,,,,
1681796275493,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796292489,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796310543,37.0,,33.0,33.0,2.0,14.0,7.0,
1681796329065,40.0,,32.0,32.0,4.0,12.0,6.0,
1681796347050,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796366980,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796385044,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796403076,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796421046,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796439074,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796456057,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796473057,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796491061,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796509073,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796527050,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796543060,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796561085,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796579091,,,90.0,90.0,2.0,1.0,7.0,
1681796596690,,,96.0,96.0,2.0,1.0,1.0,
1681796615065,,100.0,,,,,,
1681796615090,1.0,,90.0,90.0,2.0,1.0,4.0,2.0
1681796632079,1.0,,89.0,89.0,1.0,2.0,3.0,3.0
1681796650068,,100.0,,,,,,
1681796650095,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796668046,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796686071,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796704040,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796718380,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796735410,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796754112,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796772059,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796790077,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796807057,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796822191,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796840084,40.0,,19.0,19.0,2.0,29.0,6.0,
1681796857133,99.0,,,,,1.0,,
1681796875074,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796892066,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796910079,2.0,,84.0,84.0,1.0,4.0,6.0,
1681796928786,,,96.0,96.0,1.0,2.0,1.0,
1681796947086,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796964064,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796981058,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681796998051,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797015064,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797032111,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797049147,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797066172,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797083148,2.0,,83.0,83.0,1.0,5.0,7.0,1.0
1681797103284,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797120274,96.0,,1.0,1.0,1.0,1.0,,
1681797137255,6.0,,3.0,3.0,1.0,73.0,5.0,
1681797154236,3.0,,1.0,1.0,1.0,83.0,,
1681797171291,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797188276,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797205262,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797222250,,100.0,,,,,,
1681797222272,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797239325,,100.0,,,,,,
1681797239366,2.0,,90.0,90.0,1.0,1.0,2.0,4.0
1681797258029,,,97.0,97.0,2.0,,,1.0
1681797276068,,,97.0,97.0,2.0,,1.0,
1681797293189,2.0,,96.0,96.0,2.0,,,
1681797310170,1.0,,96.0,96.0,1.0,,1.0,1.0
1681797328055,1.0,,97.0,97.0,1.0,,1.0,
1681797345048,,100.0,,,,,,
1681797345077,2.0,,90.0,90.0,2.0,1.0,3.0,2.0
1681797363115,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797381044,45.0,,26.0,26.0,2.0,4.0,18.0,2.0
1681797398081,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797415114,1.0,,92.0,92.0,1.0,2.0,2.0,1.0
1681797426259,,,92.0,92.0,2.0,1.0,5.0,
1681797443288,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797460277,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797477317,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797494332,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797511320,33.0,,18.0,18.0,1.0,20.0,10.0,1.0
1681797528294,96.0,,1.0,1.0,1.0,1.0,,
1681797545285,43.0,,14.0,14.0,2.0,20.0,4.0,
1681797562258,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797582402,,,96.0,96.0,1.0,2.0,,
1681797599381,,,96.0,96.0,2.0,1.0,,
1681797619238,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797633380,,100.0,,,,,,
1681797633416,58.0,,11.0,11.0,3.0,12.0,10.0,
1681797650446,,100.0,,,,,,
1681797650469,54.0,,21.0,21.0,3.0,11.0,2.0,
1681797667454,99.0,,,,1.0,,,
1681797684397,99.0,,,,1.0,,,
1681797701428,96.0,,1.0,1.0,1.0,1.0,,
1681797718453,99.0,,,,1.0,,,
1681797735436,97.0,,1.0,1.0,2.0,,,
1681797756666,,100.0,,,,,,
1681797756689,1.0,,96.0,96.0,1.0,,1.0,1.0
1681797773735,,,94.0,94.0,2.0,,1.0,3.0
1681797790757,,100.0,,,,,,
1681797790776,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797807770,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797824777,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681797841764,94.0,,3.0,3.0,1.0,,2.0,
1681797858763,80.0,,7.0,7.0,2.0,3.0,6.0,
1681797881633,1.0,,83.0,83.0,2.0,6.0,5.0,
1681797898643,,,97.0,97.0,2.0,1.0,,
1681797915660,,,97.0,97.0,2.0,1.0,,
1681797932942,,,96.0,96.0,1.0,3.0,,
1681797949937,,,97.0,97.0,2.0,,1.0,
1681797966946,,,93.0,93.0,2.0,2.0,2.0,
1681797985031,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681798003050,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681798021035,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681798039063,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681798056181,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681798074058,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681798091052,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681798108048,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681798125034,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681798142031,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681798161155,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1681798179046,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
