timestamp,TILTING,STILL,UNDEFINED,IN_VEHICLE,ON_BICYCLE,ON_FOOT,WALKING,RUNNING
1680867507018,,51.0,2.0,13.0,4.0,17.0,17.0,
1680867544878,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680867582280,,55.0,1.0,40.0,1.0,1.0,1.0,
1680867618206,,32.0,2.0,22.0,4.0,21.0,21.0,
1680867655587,,40.0,2.0,22.0,4.0,16.0,16.0,
1680867672604,,78.0,2.0,6.0,2.0,11.0,11.0,
1680867689599,,97.0,1.0,1.0,,1.0,1.0,
1680868024635,100.0,,,,,,,
1680868024661,,99.0,1.0,,,,,
1680868053465,,99.0,1.0,,,,,
1680868070434,,94.0,2.0,3.0,,1.0,1.0,
1680868087446,,97.0,2.0,1.0,,,,
1680868111173,,88.0,2.0,5.0,,3.0,3.0,
1680868128166,,54.0,1.0,35.0,1.0,4.0,4.0,
1680868145135,,97.0,1.0,1.0,,,,
1680868162156,,85.0,2.0,7.0,,4.0,4.0,
1680868921404,,96.0,2.0,2.0,,,,
1680869106773,100.0,,,,,,,
1680869106793,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836829170,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836842209,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836859181,,39.0,1.0,35.0,2.0,13.0,13.0,
1680836876149,,46.0,2.0,36.0,1.0,9.0,9.0,
1680836893113,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836910081,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836927063,100.0,,,,,,,
1680836927093,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836949526,,2.0,2.0,4.0,4.0,82.0,82.0,3.0
1680836966491,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680837038025,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680837057155,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680837057155,100.0,,,,,,,
1680837495547,100.0,,,,,,,
1680837495596,,62.0,2.0,18.0,,4.0,4.0,
1680837512570,100.0,,,,,,,
1680837512594,,44.0,1.0,11.0,8.0,26.0,26.0,1.0
1680837529557,,42.0,1.0,33.0,4.0,13.0,13.0,
1680837546541,,39.0,2.0,17.0,16.0,22.0,22.0,
1680837563500,,41.0,1.0,15.0,9.0,27.0,27.0,
1680837580515,,41.0,2.0,17.0,4.0,26.0,26.0,
1680837597485,,41.0,2.0,13.0,3.0,29.0,29.0,
1680837614485,,79.0,1.0,8.0,1.0,7.0,7.0,
1680837880999,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680837898497,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680837915461,,38.0,2.0,20.0,7.0,17.0,17.0,
1680837932435,,52.0,1.0,19.0,5.0,13.0,13.0,
1680838607071,100.0,,,,,,,
1680838607091,,49.0,2.0,20.0,6.0,12.0,12.0,
1680838650882,100.0,,,,,,,
1680838650899,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680838708027,100.0,,,,,,,
1680838708207,,64.0,2.0,22.0,,4.0,4.0,
1680838740640,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680838879303,100.0,,,,,,,
1680838879326,,100.0,,,,,,
1680839772355,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680839812223,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680839829226,,7.0,2.0,1.0,1.0,87.0,87.0,2.0
1680839846194,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680839864487,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680839895059,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680839919338,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680839989349,,49.0,3.0,20.0,1.0,12.0,12.0,
1680840006288,,89.0,1.0,4.0,2.0,3.0,3.0,
1680840023261,,48.0,1.0,9.0,10.0,28.0,28.0,
1680840040237,,97.0,2.0,1.0,,,,
1680840057262,,93.0,1.0,2.0,1.0,2.0,2.0,
1680840074268,100.0,,,,,,,
1680840074281,,72.0,3.0,2.0,10.0,11.0,11.0,
1680840211630,100.0,,,,,,,
1680840211661,,97.0,1.0,2.0,,,,
1680840228619,,96.0,1.0,1.0,,2.0,2.0,
1680840245702,,60.0,2.0,14.0,9.0,13.0,13.0,
1680840262667,,51.0,2.0,39.0,2.0,4.0,4.0,
1680840279636,,40.0,2.0,28.0,2.0,17.0,17.0,
1680840302033,,81.0,3.0,6.0,4.0,4.0,4.0,
1680840318998,100.0,,,,,,,
1680840319039,,87.0,2.0,7.0,1.0,2.0,2.0,
1680840336048,100.0,,,,,,,
1680840336072,,83.0,1.0,13.0,,2.0,2.0,
1680840353039,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680840370030,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680840386987,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680840403955,,45.0,2.0,40.0,2.0,7.0,7.0,
1680840420913,,61.0,1.0,31.0,,4.0,4.0,
1680840437910,,60.0,1.0,18.0,1.0,15.0,15.0,
1680840456549,,42.0,1.0,13.0,5.0,27.0,27.0,
1680840473532,,34.0,2.0,20.0,3.0,31.0,31.0,
1680840490513,,82.0,2.0,9.0,,4.0,4.0,
1680840507470,,79.0,2.0,14.0,,4.0,4.0,
1680840524438,,47.0,1.0,31.0,2.0,12.0,12.0,
1680840541397,,46.0,2.0,31.0,4.0,11.0,11.0,
1680840558383,,93.0,2.0,3.0,,2.0,2.0,
1680840575355,,72.0,3.0,16.0,,8.0,8.0,
1680840592315,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680840609293,100.0,,,,,,,
1680840609311,,65.0,1.0,19.0,1.0,11.0,11.0,
1680840626273,,95.0,1.0,4.0,,,,
1680840643249,,78.0,3.0,12.0,,6.0,6.0,
1680840660212,100.0,,,,,,,
1680840660230,,49.0,2.0,28.0,4.0,10.0,10.0,
1680840677195,,57.0,2.0,28.0,1.0,8.0,8.0,
1680840694163,,65.0,2.0,25.0,1.0,5.0,5.0,
1680840711118,,62.0,1.0,18.0,2.0,11.0,11.0,
1680840728072,,42.0,3.0,23.0,2.0,17.0,17.0,
1680840745074,100.0,,,,,,,
1680840745107,,51.0,2.0,18.0,6.0,15.0,15.0,
1680840762052,,97.0,2.0,1.0,,,,
1680840777153,,74.0,2.0,3.0,2.0,18.0,18.0,
1680840794123,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680840811092,100.0,,,,,,,
1680840811114,,45.0,1.0,32.0,2.0,17.0,17.0,
1680840828072,100.0,,,,,,,
1680840828097,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680840845068,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680840862067,100.0,,,,,,,
1680840862086,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680840879069,100.0,,,,,,,
1680840879089,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680840896056,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680840913005,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680840929949,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680840947015,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680840963978,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680840980932,,35.0,1.0,21.0,15.0,15.0,15.0,2.0
1680840997910,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841014871,,69.0,2.0,16.0,1.0,5.0,5.0,
1680841031835,,28.0,2.0,25.0,8.0,22.0,22.0,1.0
1680841048806,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841065766,,64.0,2.0,9.0,3.0,14.0,14.0,
1680841082724,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841099692,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841116661,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841133609,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841150586,,55.0,2.0,16.0,6.0,12.0,12.0,
1680841167558,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841184523,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841201497,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841218470,,38.0,2.0,33.0,6.0,13.0,13.0,1.0
1680841235433,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841252405,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841269377,,37.0,2.0,24.0,8.0,12.0,12.0,
1680841286350,,76.0,2.0,14.0,3.0,4.0,4.0,
1680841303309,,70.0,1.0,12.0,4.0,7.0,7.0,
1680841320263,,62.0,1.0,20.0,4.0,8.0,8.0,
1680841337220,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841354981,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841371948,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841388926,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841405897,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841422862,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841439836,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680841456832,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680878574128,100.0,,,,,,,
1680878574157,,57.0,2.0,7.0,4.0,23.0,23.0,
1680878940280,100.0,,,,,,,
1680878940305,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680879035487,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680879094707,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680879342465,100.0,,,,,,,
1680879342489,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680879379812,100.0,,,,,,,
1680879379839,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680879857261,100.0,,,,,,,
1680879857283,,99.0,1.0,,,,,
1680879941454,100.0,,,,,,,
1680879941472,,99.0,1.0,,,,,
1680879956530,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680879978515,,47.0,2.0,35.0,1.0,4.0,4.0,
1680879995483,,96.0,2.0,2.0,,,,
1680880012481,100.0,,,,,,,
1680880012502,,74.0,2.0,12.0,2.0,7.0,7.0,
1680880064296,,96.0,2.0,2.0,,,,
1680881792245,,39.0,2.0,10.0,5.0,34.0,34.0,1.0
1680881821083,,100.0,,,,,,
1680882478107,100.0,,,,,,,
1680882478159,,44.0,1.0,23.0,2.0,11.0,11.0,
1680883071286,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680883109393,,61.0,3.0,7.0,5.0,18.0,18.0,
1680884622123,100.0,,,,,,,
1680884622145,,96.0,2.0,1.0,,,,
1680884646337,,99.0,,1.0,,,,
1680885649557,100.0,,,,,,,
1680885649589,,100.0,,,,,,
1680887081114,,48.0,1.0,11.0,8.0,26.0,26.0,1.0
1680887098130,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680887115137,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680887132143,100.0,,,,,,,
1680887132178,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680887394898,100.0,,,,,,,
1680887394919,,88.0,1.0,2.0,,8.0,8.0,
1680887417708,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680887434699,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680843493331,100.0,,,,,,,
1680843493353,,9.0,1.0,71.0,2.0,5.0,5.0,
1680843836483,100.0,,,,,,,
1680843836509,,100.0,,,,,,
1680844153182,,100.0,,,,,,
1680844468236,,100.0,,,,,,
1680846372406,100.0,,,,,,,
1680846372420,,97.0,1.0,1.0,,,,
1680847205359,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680847242729,100.0,,,,,,,
1680847242754,,27.0,2.0,24.0,6.0,21.0,21.0,1.0
1680848595564,,46.0,3.0,17.0,8.0,12.0,12.0,
1680849941762,,44.0,1.0,23.0,2.0,11.0,11.0,
1680850008952,100.0,,,,,,,
1680850008969,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680850037825,,100.0,,,,,,
1680850054847,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680850265549,100.0,,,,,,,
1680850265571,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680851205888,100.0,,,,,,,
1680851205922,,40.0,1.0,16.0,10.0,20.0,20.0,
1680829440975,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680829478301,100.0,,,,,,,
1680829478325,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680829495338,,45.0,2.0,16.0,5.0,17.0,17.0,
1680829512299,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680829544944,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680829573856,,99.0,1.0,,,,,
1680829590819,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680829604420,100.0,,,,,,,
1680829604443,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680829637125,,58.0,2.0,11.0,3.0,17.0,17.0,
1680829666020,100.0,,,,,,,
1680829666043,,98.0,1.0,1.0,,,,
1680829683029,100.0,,,,,,,
1680829683050,,96.0,1.0,1.0,,1.0,1.0,
1680829700047,100.0,,,,,,,
1680829700068,,96.0,2.0,1.0,,1.0,1.0,
1680829717064,,52.0,2.0,24.0,4.0,4.0,4.0,
1680829734071,,88.0,2.0,4.0,1.0,2.0,2.0,
1680829751083,,59.0,2.0,15.0,1.0,10.0,10.0,
1680829768079,100.0,,,,,,,
1680829768100,,84.0,1.0,6.0,4.0,3.0,3.0,
1680829787322,,99.0,1.0,,,,,
1680830009958,100.0,,,,,,,
1680830009990,,81.0,,8.0,1.0,5.0,5.0,
1680830031931,100.0,,,,,,,
1680830031955,,100.0,,,,,,
1680830048990,,99.0,1.0,,,,,
1680830080778,100.0,,,,,,,
1680830080800,,96.0,,2.0,,1.0,1.0,
1680830104189,100.0,,,,,,,
1680830104210,,58.0,2.0,12.0,5.0,12.0,12.0,
1680830121184,100.0,,,,,,,
1680830121207,,96.0,1.0,1.0,,2.0,2.0,
1680830187966,,89.0,2.0,2.0,1.0,4.0,4.0,
1680830292820,100.0,,,,,,,
1680830292840,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680830371707,100.0,,,,,,,
1680830371728,,,2.0,,1.0,96.0,96.0,1.0
1680830409114,100.0,,,,,,,
1680830409130,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680830890561,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680830907545,100.0,,,,,,,
1680830907575,,1.0,3.0,1.0,1.0,90.0,90.0,3.0
1680830924558,,44.0,2.0,26.0,4.0,16.0,16.0,
1680830941525,,96.0,1.0,2.0,,1.0,1.0,
1680830958463,,96.0,2.0,2.0,,,,
1680831013192,,98.0,1.0,,,1.0,1.0,
1680831030177,,58.0,2.0,28.0,1.0,7.0,7.0,
1680831047146,100.0,,,,,,,
1680831047165,,99.0,1.0,,,,,
1680831192139,,98.0,1.0,1.0,,,,
1680831209118,,96.0,2.0,1.0,,,,
1680831226104,,93.0,2.0,2.0,,2.0,2.0,
1680831323510,,98.0,1.0,,,1.0,1.0,
1680831340488,,64.0,1.0,15.0,2.0,14.0,14.0,
1680831357488,,44.0,2.0,25.0,1.0,9.0,9.0,
1680831374487,,96.0,1.0,1.0,,1.0,1.0,
1680831391451,,96.0,1.0,1.0,,1.0,1.0,
1680831408409,,96.0,2.0,1.0,,1.0,1.0,
1680831425370,,97.0,2.0,1.0,,,,
1680831715202,100.0,,,,,,,
1680831715230,,100.0,,,,,,
1680831961295,,100.0,,,,,,
1680832397590,100.0,,,,,,,
1680832397613,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680832434958,,98.0,1.0,1.0,,,,
1680832451944,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680832468966,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680832485946,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680832502940,,49.0,2.0,38.0,,3.0,3.0,
1680832519939,,33.0,3.0,29.0,1.0,9.0,9.0,
1680832536899,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680832560170,,63.0,2.0,22.0,,7.0,7.0,
1680832577133,100.0,,,,,,,
1680832577143,,52.0,3.0,22.0,4.0,8.0,8.0,
1680832594115,,58.0,1.0,15.0,4.0,10.0,10.0,
1680832611077,,96.0,2.0,1.0,,1.0,1.0,
1680832628078,100.0,,,,,,,
1680832628102,,78.0,1.0,9.0,3.0,5.0,5.0,
1680832645100,,69.0,2.0,13.0,5.0,4.0,4.0,
1680832662096,,40.0,2.0,23.0,10.0,10.0,10.0,
1680832679083,,62.0,1.0,16.0,4.0,5.0,5.0,
1680832696043,,70.0,1.0,9.0,5.0,7.0,7.0,
1680832713038,,70.0,2.0,14.0,3.0,6.0,6.0,
1680832730038,,38.0,2.0,33.0,1.0,12.0,12.0,
1680832743088,,85.0,2.0,6.0,,2.0,2.0,
1680832760060,,96.0,2.0,1.0,,1.0,1.0,
1680832777035,,97.0,,1.0,,1.0,1.0,
1680833068359,100.0,,,,,,,
1680833068381,,98.0,1.0,1.0,,,,
1680833442152,,48.0,1.0,43.0,1.0,2.0,2.0,
1680833480333,,52.0,3.0,16.0,2.0,13.0,13.0,
1680833712526,,100.0,,,,,,
1680833971555,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680835574262,,100.0,,,,,,
1680835765306,,74.0,2.0,4.0,2.0,17.0,17.0,
1680835781754,,8.0,2.0,2.0,3.0,81.0,81.0,3.0
1680835849769,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680835866796,,43.0,3.0,10.0,6.0,33.0,33.0,
1680835883751,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680835900710,,32.0,1.0,31.0,3.0,18.0,18.0,
1680835917663,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680835934622,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680835951582,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680835968458,100.0,,,,,,,
1680835968470,,62.0,3.0,27.0,,2.0,2.0,
1680835985464,,93.0,1.0,3.0,,2.0,2.0,
1680836002420,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836019379,,39.0,3.0,20.0,3.0,25.0,25.0,
1680836036340,,96.0,2.0,,1.0,1.0,1.0,
1680836058020,,97.0,1.0,,,2.0,2.0,
1680836081459,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836098437,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836115396,,40.0,2.0,18.0,4.0,25.0,25.0,
1680836132416,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836152383,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836169391,100.0,,,,,,,
1680836169411,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836192883,100.0,,,,,,,
1680836192899,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836212017,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836228994,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836245942,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836262907,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836279868,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836296834,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836313808,,40.0,3.0,24.0,1.0,11.0,11.0,
1680836330779,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836347755,,2.0,2.0,92.0,,,,
1680836364716,,11.0,2.0,84.0,,,,
1680836381681,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836398657,,4.0,2.0,84.0,,,,
1680836415628,,4.0,1.0,82.0,,1.0,1.0,
1680836432597,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836450996,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836467958,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836484940,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836553547,100.0,,,,,,,
1680836553574,,4.0,1.0,4.0,2.0,83.0,83.0,3.0
1680836570550,100.0,,,,,,,
1680836570569,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836676264,100.0,,,,,,,
1680836676284,,1.0,2.0,1.0,3.0,87.0,87.0,6.0
1680836693289,,4.0,1.0,6.0,1.0,83.0,83.0,3.0
1680836710264,100.0,,,,,,,
1680836710285,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680836729176,,55.0,3.0,10.0,6.0,22.0,22.0,
1680836746139,,60.0,2.0,8.0,5.0,18.0,18.0,
1680836769576,,42.0,2.0,13.0,14.0,20.0,20.0,
1680836789754,,89.0,2.0,2.0,,5.0,5.0,
1680836812208,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680853952794,100.0,,,,,,,
1680853952820,,4.0,3.0,,1.0,91.0,91.0,1.0
1680853990121,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854007124,,2.0,2.0,2.0,2.0,90.0,90.0,1.0
1680854024143,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854047986,,5.0,2.0,4.0,2.0,86.0,86.0,
1680854205958,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854222979,100.0,,,,,,,
1680854222994,,2.0,2.0,,1.0,94.0,94.0,1.0
1680854511647,100.0,,,,,,,
1680854511669,,69.0,2.0,13.0,1.0,7.0,7.0,
1680854528691,,83.0,1.0,3.0,2.0,10.0,10.0,
1680854597356,,60.0,1.0,14.0,1.0,18.0,18.0,
1680854614329,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854631300,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854648264,,36.0,1.0,29.0,1.0,28.0,28.0,
1680854665255,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854682261,,72.0,1.0,11.0,1.0,8.0,8.0,
1680854695308,,99.0,1.0,,,,,
1680854725656,,40.0,1.0,21.0,3.0,15.0,15.0,
1680854742640,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854759609,,43.0,2.0,30.0,1.0,19.0,19.0,
1680854776565,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854793552,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854810556,,44.0,2.0,17.0,3.0,20.0,20.0,
1680854857285,,84.0,2.0,4.0,1.0,7.0,7.0,
1680854878156,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854895142,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854912123,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854929076,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854946038,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854962992,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680854979990,100.0,,,,,,,
1680854980017,,74.0,2.0,12.0,1.0,6.0,6.0,
1680854997005,,99.0,1.0,,,,,
1680855056719,,88.0,2.0,5.0,,3.0,3.0,
1680855073700,,36.0,2.0,17.0,4.0,32.0,32.0,
1680855090675,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680855107637,,75.0,2.0,18.0,,2.0,2.0,
1680855124613,,77.0,2.0,14.0,,5.0,5.0,
1680855141650,100.0,,,,,,,
1680855141676,,38.0,2.0,19.0,2.0,27.0,27.0,
1680855158643,,99.0,1.0,,,,,
1680855203242,,63.0,2.0,16.0,2.0,7.0,7.0,
1680855220225,,66.0,2.0,7.0,1.0,18.0,18.0,
1680855237192,,60.0,1.0,8.0,1.0,27.0,27.0,
1680855254166,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680855344730,,60.0,2.0,11.0,5.0,16.0,16.0,
1680855361681,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680855378644,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680855403969,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680855420963,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680855437961,,99.0,1.0,,,,,
1680855492342,,45.0,2.0,20.0,2.0,20.0,20.0,
1680855509329,,38.0,2.0,12.0,11.0,31.0,31.0,2.0
1680855526305,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680855543273,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680855560243,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680855577214,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680855594183,,55.0,2.0,17.0,2.0,18.0,18.0,
1680855611181,,75.0,1.0,5.0,1.0,14.0,14.0,
1680855628184,,88.0,1.0,3.0,1.0,6.0,6.0,
1680855645166,,99.0,1.0,,,,,
1680855693494,,66.0,2.0,14.0,1.0,10.0,10.0,
1680855710453,,56.0,2.0,15.0,2.0,21.0,21.0,
1680855727403,,42.0,2.0,17.0,2.0,31.0,31.0,
1680855744386,,56.0,1.0,12.0,1.0,26.0,26.0,
1680855761370,,41.0,3.0,13.0,2.0,36.0,36.0,
1680855778356,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680855797716,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680855814691,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680855899560,,69.0,1.0,13.0,1.0,7.0,7.0,
1680855916606,,41.0,2.0,12.0,6.0,31.0,31.0,
1680855933592,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
