timestamp,STILL,UNDEFINED,IN_VEHICLE,ON_BICYCLE,ON_FOOT,WALKING,RUNNING,TILTING
1680867933524,57.0,2.0,17.0,1.0,9.0,9.0,,
1680868459508,60.0,3.0,10.0,4.0,15.0,15.0,,
1680868628899,99.0,1.0,,,,,,
1680868832441,37.0,3.0,13.0,5.0,29.0,29.0,1.0,
1680869322262,83.0,2.0,6.0,,4.0,4.0,,
1680869673475,44.0,1.0,23.0,2.0,11.0,11.0,,
1680870016361,100.0,,,,,,,
1680870296497,,,,,,,,100.0
1680870296543,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870342148,,,,,,,,100.0
1680870342199,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870605427,,,,,,,,100.0
1680870605470,100.0,,,,,,,
1680839219506,100.0,,,,,,,
1680839373716,,,,,,,,100.0
1680839373736,40.0,2.0,25.0,2.0,12.0,12.0,,
1680839409528,100.0,,,,,,,
1680839807323,99.0,1.0,,,,,,
1680841274894,,,,,,,,100.0
1680841274928,98.0,1.0,1.0,,,,,
1680878690651,,,,,,,,100.0
1680878690684,57.0,2.0,8.0,10.0,19.0,19.0,,
1680878719608,,,,,,,,100.0
1680878719647,96.0,3.0,,,1.0,1.0,,
1680879221165,39.0,2.0,30.0,4.0,7.0,7.0,,
1680879258509,,,,,,,,100.0
1680879258544,44.0,1.0,23.0,2.0,11.0,11.0,,
1680879275485,96.0,1.0,1.0,,2.0,2.0,,
1680879360701,100.0,,,,,,,
1680880080852,98.0,1.0,1.0,,,,,
1680880104317,100.0,,,,,,,
1680880239991,,,,,,,,100.0
1680880240023,51.0,2.0,28.0,2.0,6.0,6.0,,
1680880265197,,,,,,,,100.0
1680880265240,100.0,,,,,,,
1680880438118,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680880476517,,,,,,,,100.0
1680880476549,44.0,2.0,25.0,5.0,9.0,9.0,,
1680880505436,,,,,,,,100.0
1680880505469,100.0,,,,,,,
1680881387575,,,,,,,,100.0
1680881387606,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680881424881,99.0,1.0,,,,,,
1680882433603,,,,,,,,100.0
1680882433605,98.0,2.0,,,,,,
1680882448299,81.0,,11.0,2.0,3.0,3.0,,
1680884537981,,,,,,,,100.0
1680884538015,44.0,1.0,23.0,2.0,11.0,11.0,,
1680886518946,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680886556334,100.0,,,,,,,
1680886573394,94.0,1.0,3.0,,1.0,1.0,,
1680886590398,88.0,,4.0,1.0,3.0,3.0,,
1680886607423,97.0,,1.0,,1.0,1.0,,
1680886624436,96.0,1.0,1.0,,1.0,1.0,,
1680886641409,98.0,1.0,1.0,,,,,
1680886658380,64.0,2.0,10.0,3.0,13.0,13.0,,
1680886680334,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680886697324,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680886714326,53.0,3.0,15.0,2.0,13.0,13.0,,
1680886731301,33.0,2.0,30.0,3.0,24.0,24.0,,
1680886756043,98.0,2.0,,,,,,
1680886773056,97.0,2.0,1.0,,,,,
1680886790011,99.0,1.0,,,,,,
1680886806977,97.0,1.0,1.0,,,,,
1680886823945,98.0,1.0,1.0,,,,,
1680886840902,98.0,1.0,1.0,,,,,
1680886857887,98.0,2.0,,,,,,
1680886874854,96.0,1.0,1.0,,1.0,1.0,,
1680886891814,99.0,1.0,,,,,,
1680886962385,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680886979399,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680886996419,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680887013428,67.0,3.0,5.0,5.0,17.0,17.0,,
1680887030482,52.0,2.0,4.0,5.0,35.0,35.0,,
1680887048344,,,,,,,,100.0
1680887048364,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680887065363,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680887082342,48.0,2.0,9.0,13.0,27.0,27.0,,
1680887099353,96.0,1.0,1.0,1.0,1.0,1.0,,
1680887116321,98.0,2.0,,,,,,
1680887133306,99.0,1.0,,,,,,
1680887150284,98.0,2.0,,,,,,
1680887167252,89.0,2.0,5.0,1.0,2.0,2.0,,
1680887184233,97.0,2.0,1.0,,,,,
1680887201199,96.0,3.0,1.0,,,,,
1680887223610,97.0,2.0,1.0,,,,,
1680887240577,96.0,2.0,1.0,,1.0,1.0,,
1680887257540,97.0,1.0,1.0,,,,,
1680887274499,97.0,2.0,1.0,,,,,
1680887296101,96.0,2.0,1.0,,1.0,1.0,,
1680887313046,97.0,2.0,1.0,,,,,
1680887330027,96.0,2.0,1.0,,1.0,1.0,,
1680887347017,99.0,1.0,,,,,,
1680887364000,97.0,2.0,1.0,,,,,
1680887380969,96.0,1.0,1.0,,1.0,1.0,,
1680887397955,93.0,2.0,1.0,2.0,1.0,1.0,,
1680887414930,99.0,1.0,,,,,,
1680887431908,99.0,1.0,,,,,,
1680887448861,98.0,1.0,1.0,,,,,
1680887471001,96.0,2.0,1.0,,1.0,1.0,,
1680887487979,99.0,1.0,,,,,,
1680887504963,98.0,2.0,,,,,,
1680887521960,98.0,1.0,1.0,,,,,
1680887538939,98.0,1.0,1.0,,,,,
1680887558019,98.0,1.0,1.0,,,,,
1680887574977,96.0,1.0,2.0,,,,,
1680887591977,99.0,1.0,,,,,,
1680844150875,41.0,3.0,16.0,4.0,28.0,28.0,,
1680844186487,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680844200720,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680844217735,99.0,1.0,,,,,,
1680844502218,37.0,3.0,26.0,1.0,10.0,10.0,,
1680844519214,64.0,2.0,3.0,2.0,29.0,29.0,,
1680844536244,3.0,1.0,2.0,2.0,91.0,91.0,,
1680844553210,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680844731965,45.0,3.0,24.0,1.0,8.0,8.0,,
1680844751414,,,,,,,,100.0
1680844751439,61.0,2.0,11.0,7.0,11.0,11.0,,
1680844768466,99.0,1.0,,,,,,
1680844893143,,,,,,,,100.0
1680844893195,72.0,1.0,14.0,1.0,4.0,4.0,,
1680844910209,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680845159801,96.0,2.0,1.0,,,,,
1680845176817,38.0,2.0,20.0,3.0,22.0,22.0,,
1680845193826,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680845210810,45.0,1.0,41.0,,2.0,2.0,,
1680845227786,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680845469738,60.0,2.0,17.0,,5.0,5.0,,
1680845489567,74.0,2.0,16.0,,3.0,3.0,,
1680845506586,38.0,2.0,29.0,3.0,15.0,15.0,,
1680845523600,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680845540578,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680845557563,51.0,1.0,32.0,1.0,2.0,2.0,,
1680845574553,73.0,2.0,17.0,,1.0,1.0,,
1680845591546,61.0,2.0,22.0,1.0,4.0,4.0,,
1680845608519,72.0,1.0,17.0,1.0,2.0,2.0,,
1680845625499,89.0,2.0,5.0,,1.0,1.0,,
1680845642515,95.0,1.0,4.0,,,,,
1680845659482,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680845676469,47.0,3.0,30.0,1.0,4.0,4.0,,
1680845692463,66.0,2.0,16.0,1.0,3.0,3.0,,
1680845709466,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680845726451,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680845750883,71.0,1.0,17.0,1.0,4.0,4.0,,
1680845766979,43.0,2.0,23.0,10.0,9.0,9.0,,
1680845783991,86.0,2.0,8.0,,1.0,1.0,,
1680845801009,64.0,3.0,16.0,1.0,3.0,3.0,,
1680845817995,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680845834978,39.0,1.0,34.0,1.0,6.0,6.0,,
1680845851979,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680845868959,36.0,1.0,27.0,1.0,9.0,9.0,,
1680845885930,53.0,2.0,31.0,1.0,5.0,5.0,,
1680845902909,67.0,1.0,28.0,,3.0,3.0,,
1680845925270,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680845946070,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680845963062,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680845980049,50.0,2.0,24.0,1.0,5.0,5.0,,
1680845997025,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846013994,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846030958,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846047928,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846064894,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846081867,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846183347,85.0,1.0,3.0,1.0,9.0,9.0,,
1680846199751,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846216749,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846233738,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846250739,47.0,2.0,22.0,1.0,8.0,8.0,,
1680846267747,41.0,2.0,25.0,2.0,11.0,11.0,,
1680846284738,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846301701,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846318679,36.0,2.0,14.0,4.0,31.0,31.0,,
1680846335679,51.0,2.0,14.0,3.0,18.0,18.0,,
1680846352689,60.0,3.0,15.0,5.0,10.0,10.0,,
1680846365674,,,,,,,,100.0
1680846365702,38.0,1.0,15.0,11.0,23.0,23.0,1.0,
1680846382728,31.0,2.0,20.0,8.0,23.0,23.0,,
1680846399707,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846416677,42.0,2.0,25.0,8.0,11.0,11.0,4.0,
1680846433639,45.0,2.0,12.0,9.0,22.0,22.0,1.0,
1680846489480,,,,,,,,100.0
1680846489513,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846506502,,,,,,,,100.0
1680846506529,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846523539,97.0,1.0,1.0,,1.0,1.0,,
1680846540518,93.0,1.0,2.0,,4.0,4.0,,
1680846557508,,,,,,,,100.0
1680846557541,59.0,1.0,16.0,4.0,11.0,11.0,,
1680846574528,96.0,1.0,2.0,,,,,
1680846591521,98.0,2.0,,,,,,
1680846608500,94.0,1.0,3.0,,1.0,1.0,,
1680846625474,56.0,2.0,12.0,6.0,14.0,14.0,,
1680846642460,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846659443,77.0,1.0,8.0,2.0,8.0,8.0,,
1680846678330,42.0,2.0,9.0,3.0,35.0,35.0,,
1680846695363,90.0,1.0,2.0,1.0,5.0,5.0,,
1680846712349,46.0,1.0,21.0,3.0,21.0,21.0,,
1680846729358,40.0,3.0,15.0,6.0,22.0,22.0,,
1680846746368,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846763376,53.0,2.0,20.0,2.0,16.0,16.0,,
1680846780356,97.0,,1.0,,1.0,1.0,,
1680846797339,,,,,,,,100.0
1680846797391,42.0,2.0,16.0,3.0,23.0,23.0,,
1680846814386,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846843430,54.0,2.0,12.0,3.0,18.0,18.0,,
1680846858782,33.0,3.0,28.0,3.0,20.0,20.0,,
1680846875770,44.0,3.0,24.0,2.0,14.0,14.0,,
1680846892746,44.0,2.0,13.0,13.0,17.0,17.0,,
1680846906728,61.0,1.0,13.0,2.0,10.0,10.0,,
1680846922974,62.0,2.0,18.0,1.0,5.0,5.0,,
1680846939965,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846964222,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680846981181,71.0,2.0,7.0,2.0,14.0,14.0,,
1680846998154,54.0,1.0,33.0,1.0,6.0,6.0,,
1680847015155,81.0,2.0,8.0,1.0,7.0,7.0,,
1680847032158,97.0,1.0,1.0,,1.0,1.0,,
1680847049164,96.0,1.0,3.0,,,,,
1680847066154,67.0,2.0,19.0,2.0,5.0,5.0,,
1680847083122,52.0,3.0,19.0,2.0,16.0,16.0,,
1680847100097,96.0,2.0,1.0,,1.0,1.0,,
1680847114177,96.0,3.0,,,1.0,1.0,,
1680847126398,56.0,1.0,11.0,4.0,19.0,19.0,,
1680847143385,61.0,2.0,13.0,2.0,18.0,18.0,,
1680847160366,57.0,2.0,21.0,1.0,14.0,14.0,,
1680847177345,44.0,3.0,14.0,3.0,26.0,26.0,,
1680847194360,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680847211371,74.0,1.0,2.0,3.0,18.0,18.0,,
1680847228446,60.0,3.0,11.0,6.0,13.0,13.0,,
1680847341526,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680847680301,10.0,1.0,3.0,1.0,83.0,83.0,1.0,
1680847697247,38.0,1.0,17.0,4.0,24.0,24.0,,
1680847827541,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680847844599,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680847861582,40.0,2.0,36.0,1.0,8.0,8.0,,
1680847878553,4.0,2.0,83.0,,6.0,6.0,,
1680847895539,88.0,1.0,8.0,,1.0,1.0,,
1680847912529,,,,,,,,100.0
1680847912558,89.0,1.0,6.0,,3.0,3.0,,
1680848615447,96.0,2.0,,,2.0,2.0,,
1680848860340,44.0,1.0,23.0,2.0,11.0,11.0,,
1680848986379,99.0,1.0,,,,,,
1680849271921,44.0,1.0,23.0,2.0,11.0,11.0,,
1680849632252,,,,,,,,100.0
1680849632282,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680849896937,,,,,,,,100.0
1680849896966,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680849934260,50.0,2.0,2.0,4.0,41.0,41.0,,
1680849951243,75.0,2.0,12.0,1.0,5.0,5.0,,
1680849968258,95.0,2.0,2.0,,,,,
1680849985281,97.0,1.0,1.0,,1.0,1.0,,
1680850002278,99.0,1.0,,,,,,
1680850019265,97.0,2.0,1.0,,,,,
1680850036230,97.0,2.0,1.0,,,,,
1680850053187,98.0,1.0,1.0,,,,,
1680850070137,96.0,1.0,1.0,,1.0,1.0,,
1680850087146,99.0,1.0,,,,,,
1680850104145,98.0,2.0,,,,,,
1680850121097,97.0,1.0,1.0,,1.0,1.0,,
1680850138077,96.0,1.0,2.0,,1.0,1.0,,
1680850155051,96.0,2.0,1.0,,1.0,1.0,,
1680850172023,97.0,2.0,1.0,,,,,
1680850189028,96.0,2.0,2.0,,,,,
1680850206011,99.0,,1.0,,,,,
1680850222969,99.0,1.0,,,,,,
1680850239928,97.0,1.0,1.0,,1.0,1.0,,
1680850256888,99.0,1.0,,,,,,
1680850273897,97.0,1.0,1.0,,1.0,1.0,,
1680850290896,96.0,1.0,2.0,,1.0,1.0,,
1680850307900,88.0,3.0,7.0,,1.0,1.0,,
1680850324843,96.0,1.0,2.0,,1.0,1.0,,
1680850341808,97.0,2.0,1.0,,,,,
1680850358785,83.0,,16.0,,,,,
1680850375772,73.0,2.0,24.0,,,,,
1680850392742,94.0,,6.0,,,,,
1680850409737,98.0,1.0,1.0,,,,,
1680850426700,98.0,1.0,1.0,,,,,
1680850443697,97.0,1.0,1.0,,1.0,1.0,,
1680852007165,,,,,,,,100.0
1680852007203,41.0,3.0,27.0,2.0,15.0,15.0,,
1680852045580,58.0,2.0,21.0,2.0,8.0,8.0,,
1680852099778,,,,,,,,100.0
1680852099814,97.0,1.0,1.0,,,,,
1680852371548,41.0,2.0,26.0,1.0,5.0,5.0,,
1680852400415,99.0,,1.0,,,,,
1680827567814,100.0,,,,,,,
1680833427118,100.0,,,,,,,
1680833720027,100.0,,,,,,,
1680834399641,44.0,1.0,23.0,2.0,11.0,11.0,,
1680834627645,,,,,,,,100.0
1680834627674,98.0,,2.0,,,,,
1680834937397,98.0,1.0,1.0,,,,,
1680835466324,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680835495220,,,,,,,,100.0
1680835495256,99.0,1.0,,,,,,
1680854865575,,,,,,,,100.0
1680854865606,99.0,1.0,,,,,,
1680855606717,,,,,,,,100.0
1680855606763,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680855624810,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680855646331,96.0,2.0,1.0,,1.0,1.0,,
1680855663343,96.0,2.0,1.0,,1.0,1.0,,
1680855680335,97.0,3.0,,,,,,
1680855697294,99.0,1.0,,,,,,
1680855714342,92.0,1.0,4.0,,,,,
1680855731348,97.0,2.0,1.0,,,,,
1680855748339,94.0,1.0,3.0,,1.0,1.0,,
1680855765664,90.0,1.0,6.0,,2.0,2.0,,
1680855782689,96.0,2.0,2.0,,,,,
1680855799652,99.0,1.0,,,,,,
1680855821637,98.0,1.0,1.0,,,,,
1680855838596,96.0,1.0,1.0,,1.0,1.0,,
1680855855561,98.0,2.0,,,,,,
1680855872527,96.0,2.0,1.0,,,,,
1680855889492,99.0,1.0,,,,,,
1680855906461,98.0,2.0,,,,,,
1680855923442,96.0,2.0,1.0,,,,,
1680855940415,,,,,,,,100.0
1680855940440,96.0,2.0,,,2.0,2.0,,
1680855957445,,,,,,,,100.0
1680855957471,98.0,2.0,,,,,,
1680855974488,82.0,2.0,12.0,,2.0,2.0,,
1680855991447,76.0,1.0,17.0,,4.0,4.0,,
1680856437433,97.0,1.0,1.0,,,,,
1680856800330,55.0,2.0,14.0,3.0,18.0,18.0,,
1680856843665,44.0,1.0,32.0,2.0,5.0,5.0,,
1680856860649,96.0,1.0,1.0,,1.0,1.0,,
1680857954976,100.0,,,,,,,
1680858005942,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680858096766,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680858109124,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680858133078,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680858150078,92.0,1.0,4.0,,2.0,2.0,,
1680858167031,98.0,1.0,1.0,,,,,
1680858184009,94.0,2.0,4.0,,,,,
1680858201000,96.0,1.0,1.0,,1.0,1.0,,
1680858218000,54.0,2.0,22.0,1.0,4.0,4.0,,
1680858234975,97.0,2.0,1.0,,,,,
1680858253277,93.0,1.0,3.0,,1.0,1.0,,
1680858269247,,,,,,,,100.0
1680858269287,96.0,2.0,1.0,,1.0,1.0,,
1680858296121,,,,,,,,100.0
1680858296153,57.0,3.0,19.0,,3.0,3.0,,
1680858313182,52.0,2.0,26.0,1.0,6.0,6.0,,
1680858333402,96.0,1.0,2.0,,,,,
1680858350403,96.0,2.0,1.0,,,,,
1680858367388,97.0,1.0,1.0,,,,,
1680858384389,79.0,3.0,13.0,,1.0,1.0,,
1680858401369,72.0,2.0,16.0,,2.0,2.0,,
1680858418344,97.0,1.0,1.0,,,,,
1680858434904,55.0,1.0,19.0,2.0,7.0,7.0,,
1680858451887,40.0,2.0,19.0,6.0,18.0,18.0,,
1680858468858,64.0,2.0,12.0,7.0,8.0,8.0,1.0,
1680858485873,81.0,2.0,7.0,2.0,4.0,4.0,,
1680858502851,96.0,2.0,1.0,,1.0,1.0,,
1680858519820,96.0,2.0,1.0,,1.0,1.0,,
1680858536806,97.0,1.0,1.0,,1.0,1.0,,
1680858553800,99.0,1.0,,,,,,
1680858570782,58.0,1.0,11.0,12.0,12.0,12.0,1.0,
1680858587745,96.0,2.0,2.0,,,,,
1680858607573,41.0,1.0,39.0,1.0,10.0,10.0,,
1680858624793,98.0,2.0,,,,,,
1680858640430,48.0,1.0,30.0,1.0,6.0,6.0,,
1680858657408,70.0,2.0,19.0,,2.0,2.0,,
1680859094744,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680859132177,,,,,,,,100.0
1680859132202,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680859149197,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680859166220,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680859183216,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680859200205,,2.0,,1.0,97.0,97.0,,
1680859328894,,3.0,,1.0,96.0,96.0,,
1680859341186,6.0,2.0,7.0,2.0,82.0,82.0,,
1680859346212,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680859356884,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680859361927,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680859366917,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680859371946,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680859377012,6.0,2.0,11.0,72.0,8.0,8.0,,
