timestamp,STILL,TILTING,UNDEFINED,IN_VEHICLE,ON_BICYCLE,ON_FOOT,WALKING,RUNNING
1680852238300,1.0,,1.0,,1.0,96.0,96.0,1.0
1680852257125,,,2.0,,1.0,96.0,96.0,1.0
1680852272816,1.0,,2.0,,,96.0,96.0,1.0
1680852287814,1.0,,1.0,,1.0,96.0,96.0,1.0
1680852303214,,,2.0,,,97.0,97.0,1.0
1680852318413,1.0,,2.0,,1.0,96.0,96.0,
1680852333735,1.0,,2.0,,1.0,96.0,96.0,
1680852350655,,,3.0,,,97.0,97.0,
1680852366826,1.0,,1.0,,1.0,96.0,96.0,1.0
1680852382203,,,2.0,,,97.0,97.0,1.0
1680852392544,,,3.0,,,96.0,96.0,1.0
1680852407859,1.0,,2.0,,,96.0,96.0,1.0
1680852423399,1.0,,2.0,,,97.0,97.0,
1680852439496,,,3.0,,,96.0,96.0,1.0
1680852454786,,,2.0,,,97.0,97.0,1.0
1680852470870,,,1.0,,,96.0,96.0,3.0
1680852483072,1.0,,1.0,,1.0,96.0,96.0,1.0
1680852488304,1.0,,1.0,,1.0,96.0,96.0,1.0
1680852493547,,,2.0,,,98.0,98.0,
1680852500342,,,3.0,,,97.0,97.0,
1680852505559,,,,,2.0,97.0,97.0,1.0
1680852510751,,,3.0,,1.0,96.0,96.0,
1680852517356,,100.0,,,,,,
1680852517371,,,1.0,,2.0,96.0,96.0,1.0
1680852522692,,100.0,,,,,,
1680852522728,,,1.0,,2.0,96.0,96.0,1.0
1680852527979,,,2.0,,,95.0,95.0,3.0
1680852533439,,,2.0,,1.0,95.0,95.0,2.0
1680852538673,,,2.0,,2.0,93.0,93.0,3.0
1680852543807,,,2.0,,,95.0,95.0,3.0
1680852549312,,,1.0,,1.0,96.0,96.0,2.0
1680852554493,,,1.0,,1.0,96.0,96.0,2.0
1680852559678,,,2.0,,,96.0,96.0,2.0
1680852564962,,,1.0,,,94.0,94.0,5.0
1680852570172,,100.0,,,,,,
1680852570209,,,1.0,,,97.0,97.0,2.0
1680852575422,2.0,,2.0,,,93.0,93.0,3.0
1680852580647,1.0,,2.0,,1.0,94.0,94.0,2.0
1680852585850,1.0,,2.0,,2.0,93.0,93.0,2.0
1680852591205,,100.0,,,,,,
1680852591233,2.0,,2.0,,1.0,93.0,93.0,2.0
1680852596568,10.0,,2.0,,2.0,84.0,84.0,2.0
1680852602328,2.0,,1.0,,1.0,95.0,95.0,1.0
1680852607504,1.0,,2.0,,1.0,94.0,94.0,2.0
1680852612762,1.0,,2.0,,,96.0,96.0,1.0
1680852618147,1.0,,1.0,,1.0,96.0,96.0,1.0
1680852623466,2.0,,1.0,,1.0,92.0,92.0,4.0
1680852628742,,,1.0,,2.0,96.0,96.0,1.0
1680852634414,1.0,,2.0,,,95.0,95.0,2.0
1680852639643,1.0,,2.0,,1.0,96.0,96.0,
1680852644913,,,3.0,,,97.0,97.0,
1680852650398,1.0,,1.0,,1.0,96.0,96.0,1.0
1680852655615,1.0,,2.0,,,96.0,96.0,1.0
1680852660890,,,2.0,,1.0,97.0,97.0,
1680852671126,,,2.0,,,98.0,98.0,
1680852686241,,100.0,,,,,,
1680852686258,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680852701471,50.0,,1.0,5.0,12.0,29.0,29.0,1.0
1680852706634,,100.0,,,,,,
1680852706652,100.0,,,,,,,
1680852716880,,100.0,,,,,,
1680852716977,,,2.0,,1.0,96.0,96.0,1.0
1680852722174,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680852735339,100.0,,,,,,,
1680852750627,86.0,,2.0,2.0,5.0,4.0,4.0,
1680852765801,85.0,,1.0,2.0,7.0,4.0,4.0,
1680852781948,54.0,,3.0,6.0,10.0,21.0,21.0,
1680852798182,31.0,,2.0,13.0,29.0,19.0,19.0,1.0
1680852813356,68.0,,2.0,7.0,11.0,10.0,10.0,
1680852828474,98.0,,1.0,,1.0,,,
1680852843702,98.0,,2.0,,,,,
1680852859001,89.0,,3.0,2.0,3.0,3.0,3.0,
1680852874173,97.0,,2.0,,,1.0,1.0,
1680852889417,,100.0,,,,,,
1680852889437,55.0,,2.0,12.0,9.0,18.0,18.0,
1680852904765,,100.0,,,,,,
1680852904791,40.0,,2.0,11.0,12.0,31.0,31.0,
1680852920156,,100.0,,,,,,
1680852920232,,,2.0,1.0,3.0,92.0,92.0,1.0
1680852960825,2.0,,3.0,,1.0,92.0,92.0,2.0
1680852987616,,100.0,,,,,,
1680852987664,2.0,,2.0,3.0,3.0,86.0,86.0,2.0
1680853001787,1.0,,1.0,,1.0,96.0,96.0,1.0
1680853007067,,,2.0,,,98.0,98.0,
1680853012317,,,1.0,,,99.0,99.0,
1680853038312,1.0,,2.0,1.0,2.0,91.0,91.0,3.0
1680853056133,,,2.0,,,98.0,98.0,
1680853076525,,100.0,,,,,,
1680853076551,,,3.0,,,97.0,97.0,
1680853097835,2.0,,2.0,1.0,,95.0,95.0,
1680853115168,1.0,,1.0,1.0,1.0,94.0,94.0,1.0
1680853135464,,100.0,,,,,,
1680853135506,1.0,,2.0,1.0,2.0,91.0,91.0,2.0
1680853156793,,100.0,,,,,,
1680853156825,,,2.0,2.0,1.0,92.0,92.0,1.0
1680853162326,,,3.0,1.0,,96.0,96.0,
1680853167484,,,1.0,1.0,,98.0,98.0,
1680853172678,,,3.0,1.0,,95.0,95.0,
1680853178397,,,3.0,2.0,1.0,93.0,93.0,1.0
1680853183615,,,2.0,3.0,,95.0,95.0,
1680853188878,,,1.0,1.0,,96.0,96.0,1.0
1680853194358,,,4.0,7.0,1.0,85.0,85.0,
1680853199643,,,1.0,5.0,,93.0,93.0,
1680853204901,,,2.0,2.0,,96.0,96.0,
1680853210441,,,2.0,1.0,,97.0,97.0,
1680853216430,,,2.0,4.0,,94.0,94.0,
1680853221625,,,2.0,2.0,,96.0,96.0,
1680853226810,,,2.0,1.0,,97.0,97.0,
1680853232351,,,3.0,,,97.0,97.0,
1680853238408,,,3.0,,,96.0,96.0,1.0
1680853243520,1.0,,2.0,,,97.0,97.0,
1680853248739,,,3.0,1.0,,96.0,96.0,
1680853254394,,,1.0,2.0,,95.0,95.0,1.0
1680853260216,,,2.0,1.0,,97.0,97.0,
1680853265438,,,2.0,1.0,,97.0,97.0,
1680853270652,,,1.0,1.0,,97.0,97.0,1.0
1680853275924,,,2.0,2.0,1.0,94.0,94.0,1.0
1680853281098,,100.0,,,,,,
1680853281123,1.0,,2.0,1.0,2.0,87.0,87.0,7.0
1680853296463,,,4.0,,1.0,94.0,94.0,1.0
1680853301702,,,2.0,,,97.0,97.0,1.0
1680853306891,1.0,,2.0,,,97.0,97.0,
1680853312109,,,2.0,1.0,1.0,95.0,95.0,1.0
1680853317327,,,4.0,,,96.0,96.0,
1680853322499,1.0,,2.0,,1.0,96.0,96.0,
1680853327868,1.0,,2.0,1.0,1.0,94.0,94.0,1.0
1680853338019,,,2.0,,,97.0,97.0,1.0
1680853343148,1.0,,2.0,,1.0,94.0,94.0,2.0
1680853373926,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680853410597,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680853432164,,100.0,,,,,,
1680853432181,1.0,,1.0,,,97.0,97.0,1.0
1680853447326,,,3.0,,,97.0,97.0,
1680853462603,,,1.0,,1.0,98.0,98.0,
1680853478060,,,2.0,,2.0,96.0,96.0,
1680853493286,1.0,,2.0,,1.0,96.0,96.0,
1680853508440,1.0,,2.0,,1.0,96.0,96.0,
1680853524441,,,2.0,,2.0,96.0,96.0,
1680853539682,,,1.0,,2.0,96.0,96.0,1.0
1680853550030,,,3.0,,,97.0,97.0,
1680853566240,,,2.0,1.0,2.0,93.0,93.0,2.0
1680853581448,,,2.0,,1.0,97.0,97.0,
1680853602173,,100.0,,,,,,
1680853602236,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680853609537,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680853629131,,100.0,,,,,,
1680853629170,1.0,,2.0,1.0,2.0,91.0,91.0,3.0
1680853654874,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680853681490,,100.0,,,,,,
1680853681511,1.0,,2.0,1.0,3.0,88.0,88.0,5.0
1680825600207,1.0,,1.0,,1.0,96.0,96.0,1.0
1680825615396,,,2.0,,1.0,96.0,96.0,1.0
1680825647677,,,1.0,,,98.0,98.0,1.0
1680825675574,,,3.0,,,97.0,97.0,
1680825691399,1.0,,2.0,,,97.0,97.0,
1680825706561,,,2.0,,,98.0,98.0,
1680825724491,1.0,,2.0,,1.0,96.0,96.0,
1680825739594,,,3.0,,,97.0,97.0,
1680825756358,,,2.0,,,98.0,98.0,
1680825772345,,,2.0,,,97.0,97.0,1.0
1680825789434,,,2.0,,,97.0,97.0,1.0
1680825804635,1.0,,2.0,,,96.0,96.0,1.0
1680825809840,,,3.0,,,96.0,96.0,1.0
1680825825069,,,2.0,,,98.0,98.0,
1680825844150,1.0,,1.0,,1.0,96.0,96.0,1.0
